"ID","Age_Retired","Last_Salary","Retirement_Savings","Monthly_Benefit","Replacement_Rate"
9295,62,7438,25776.64,144.66,"1.9%"
9296,61,3773,14302.54,80.27,"2.1%"
9297,64,5733,22541.96,126.51,"2.2%"
9298,68,2606,10886.06,61.09,"2.3%"
9299,65,4154,17573.72,98.62,"2.4%"
9300,66,5444,18828.5,105.67,"1.9%"
9301,68,2886,12784.94,71.75,"2.5%"
9302,65,8307,28766.65,161.44,"1.9%"
9303,62,8746,29744.49,166.93,"1.9%"
9304,64,3310,13267.54,74.46,"2.2%"
9305,61,6248,25568.09,143.49,"2.3%"
9306,65,4017,13453.46,75.5,"1.9%"
9307,62,5557,23239.61,130.42,"2.3%"
9308,66,5961,20574.68,115.47,"1.9%"
9309,61,19231,64393.37,361.38,"1.9%"
9311,67,5404,20793.21,116.69,"2.2%"
9312,60,7235,27669.68,155.28,"2.1%"
9313,66,5108,18581.09,104.28,"2.0%"
9314,67,9218,32699.64,183.51,"2.0%"
9315,62,8995,30532.46,171.35,"1.9%"
9316,62,4262,15040.68,84.41,"2.0%"
9317,60,2343,8642.94,48.5,"2.1%"
9319,62,4949,16634.25,93.35,"1.9%"
9320,67,3144,10833.55,60.8,"1.9%"
9321,62,4493,17389.6,97.59,"2.2%"
9322,60,9183,35399.75,198.67,"2.2%"
9323,60,5311,21340.63,119.76,"2.3%"
9324,65,5040,19571.41,109.84,"2.2%"
9325,63,4783,18915.01,106.15,"2.2%"
9326,68,7402,27140.88,152.32,"2.1%"
9327,68,4749,19457.17,109.19,"2.3%"
9328,65,5719,19191.65,107.7,"1.9%"
9329,60,7004,25990.13,145.86,"2.1%"
9330,63,3830,15032.43,84.36,"2.2%"
9331,64,3222,14562.09,81.72,"2.5%"
9332,64,4032,14794.18,83.03,"2.1%"
9333,62,3241,13950.73,78.29,"2.4%"
9335,64,2944,14865.95,83.43,"2.8%"
9336,68,4715,16195.62,90.89,"1.9%"
9337,62,15149,53875.45,302.35,"2.0%"
9338,60,3429,12145.46,68.16,"2.0%"
9339,68,4745,18690.15,104.89,"2.2%"
9340,68,4045,18293.42,102.66,"2.5%"
9341,68,3683,16490.91,92.55,"2.5%"
9343,61,2548,10463.33,58.72,"2.3%"
9344,65,3061,10860.78,60.95,"2.0%"
9345,68,7179,23923.02,134.26,"1.9%"
9346,67,3697,15936.21,89.43,"2.4%"
9347,61,4998,17075.51,95.83,"1.9%"
9348,67,7451,28741.88,161.3,"2.2%"
9349,63,6708,25493.61,143.07,"2.1%"
9350,68,6977,27281.26,153.1,"2.2%"
9351,64,6714,26859.11,150.73,"2.2%"
9353,64,3546,15121.68,84.86,"2.4%"
9354,60,6132,22679.69,127.28,"2.1%"
9355,60,2453,8801.43,49.39,"2.0%"
9356,62,7171,27566.93,154.71,"2.2%"
9357,65,2692,9651.99,54.17,"2.0%"
9358,66,6125,22045.39,123.72,"2.0%"
9359,61,4935,20678.24,116.05,"2.4%"
9360,66,4465,18133.82,101.77,"2.3%"
9361,65,2301,11955.32,67.09,"2.9%"
9362,66,10139,34465.29,193.42,"1.9%"
9363,68,4678,19683.26,110.46,"2.4%"
9364,65,5899,24213.04,135.89,"2.3%"
9365,67,5863,24290.79,136.32,"2.3%"
9366,67,7825,30174.11,169.34,"2.2%"
9367,60,2656,11506.23,64.57,"2.4%"
9368,66,5014,20138.2,113.02,"2.3%"
9369,60,4884,21226.43,119.12,"2.4%"
9370,61,7797,29646.19,166.38,"2.1%"
9371,62,12610,45509.36,255.4,"2.0%"
9372,66,9250,34556.83,193.94,"2.1%"
9373,64,4214,15784.55,88.58,"2.1%"
9374,68,5958,20815.12,116.82,"2.0%"
9375,60,3323,14653.2,82.23,"2.5%"
9376,67,1620,8553.37,48,"3.0%"
9377,66,2290,8410.9,47.2,"2.1%"
9378,68,4649,17389.19,97.59,"2.1%"
9380,63,3292,14075.16,78.99,"2.4%"
9381,68,5443,20445.06,114.74,"2.1%"
9382,68,5280,17747.26,99.6,"1.9%"
9383,68,3868,15461.46,86.77,"2.2%"
9384,67,5570,23452.73,131.62,"2.4%"
9385,62,2939,14354.52,80.56,"2.7%"
9386,61,3319,15491.74,86.94,"2.6%"
9387,65,2622,13537.39,75.97,"2.9%"
9388,67,6676,26781.31,150.3,"2.3%"
9389,68,6623,25928.76,145.51,"2.2%"
9390,64,3424,16013.63,89.87,"2.6%"
9391,68,4066,16140.58,90.58,"2.2%"
9393,65,5279,20516.49,115.14,"2.2%"
9395,60,3794,15556.13,87.3,"2.3%"
9396,68,5919,22936.09,128.72,"2.2%"
9397,68,4427,17273.98,96.94,"2.2%"
9398,65,1016,8122.72,45.59,"4.5%"
9399,64,2394,12175.01,68.33,"2.9%"
9401,64,5364,19868.99,111.51,"2.1%"
9403,63,2860,10862.12,60.96,"2.1%"
9404,64,2362,10340.07,58.03,"2.5%"
9405,61,6102,21637.3,121.43,"2.0%"
9406,60,2119,10243.38,57.49,"2.7%"
9407,61,4424,17138.8,96.18,"2.2%"
9408,62,2299,8747.51,49.09,"2.1%"
9409,65,1696,8300.49,46.58,"2.7%"
9410,68,3471,14519.21,81.48,"2.3%"
9411,64,3573,14242.39,79.93,"2.2%"
9412,67,10735,36316.86,203.81,"1.9%"
9413,64,2158,9543.7,53.56,"2.5%"
9414,64,4290,17128.18,96.12,"2.2%"
9415,63,4916,20982.01,117.75,"2.4%"
9416,62,4180,18105.12,101.61,"2.4%"
9417,68,5380,19622.4,110.12,"2.0%"
9418,67,7590,29973.09,168.21,"2.2%"
9419,62,8726,32131.13,180.32,"2.1%"
9420,60,6511,23090.02,129.58,"2.0%"
9422,64,4677,18443.57,103.51,"2.2%"
9423,68,9878,36334.16,203.91,"2.1%"
9424,64,2522,10195.74,57.22,"2.3%"
9425,68,2694,12707,71.31,"2.6%"
9426,67,6262,23190.5,130.15,"2.1%"
9428,60,3148,13552.25,76.06,"2.4%"
9429,66,3623,16403.26,92.06,"2.5%"
9430,60,15315,51380.63,288.35,"1.9%"
9431,65,2313,10774.97,60.47,"2.6%"
9432,62,5032,20976.56,117.72,"2.3%"
9433,68,5447,21090.48,118.36,"2.2%"
9434,60,4618,17899.21,100.45,"2.2%"
9435,61,5087,18561.33,104.17,"2.0%"
9436,67,4957,16808.49,94.33,"1.9%"
9437,68,7708,27461.39,154.11,"2.0%"
9438,67,5397,19335.9,108.51,"2.0%"
9439,68,2168,8040.8,45.13,"2.1%"
9440,64,5316,18391.36,103.21,"1.9%"
9441,63,5945,24108.17,135.3,"2.3%"
9442,64,2336,9201.53,51.64,"2.2%"
9443,67,5873,21232.45,119.16,"2.0%"
9444,65,5328,18958.6,106.4,"2.0%"
9445,68,10235,38098.27,213.81,"2.1%"
9446,61,3464,15130.63,84.91,"2.5%"
9447,60,3713,16089.77,90.3,"2.4%"
9448,65,2336,9838.03,55.21,"2.4%"
9449,65,6997,25144.41,141.11,"2.0%"
9450,65,7865,28269.11,158.65,"2.0%"
9451,62,10846,36559.82,205.18,"1.9%"
9452,64,4201,16824.17,94.42,"2.2%"
9454,63,3919,16813.95,94.36,"2.4%"
9455,66,5174,20191.4,113.32,"2.2%"
9456,60,12805,44531.8,249.92,"2.0%"
9457,61,5841,22922.6,128.64,"2.2%"
9458,60,1834,9319.58,52.3,"2.9%"
9459,67,5710,20848.17,117,"2.0%"
9460,67,4689,18030.48,101.19,"2.2%"
9461,65,4431,18015.16,101.1,"2.3%"
9462,62,9050,31287.28,175.59,"1.9%"
9463,64,3142,11965.54,67.15,"2.1%"
9464,61,5708,19690.85,110.51,"1.9%"
9465,66,3247,14762.82,82.85,"2.6%"
9466,60,6322,24077.2,135.12,"2.1%"
9467,61,3656,14303.11,80.27,"2.2%"
9468,64,8331,31558.64,177.11,"2.1%"
9469,64,2993,12204.29,68.49,"2.3%"
9470,64,6267,23159.62,129.97,"2.1%"
9471,62,2981,11604.95,65.13,"2.2%"
9472,64,3746,16327.49,91.63,"2.4%"
9474,63,5437,21132.69,118.6,"2.2%"
9475,61,11047,37953.88,213,"1.9%"
9476,63,1875,10187.31,57.17,"3.0%"
9478,62,1921,7739.55,43.43,"2.3%"
9479,68,5807,20206.65,113.4,"2.0%"
9480,66,6381,22484.61,126.18,"2.0%"
9482,60,2150,7856.51,44.09,"2.1%"
9484,68,7453,29626.08,166.26,"2.2%"
9485,64,2974,14827.36,83.21,"2.8%"
9486,62,6958,25530.31,143.28,"2.1%"
9487,65,2648,11093.05,62.25,"2.4%"
9488,68,2301,11585.51,65.02,"2.8%"
9489,62,2386,10059.75,56.46,"2.4%"
9490,65,5203,20478.08,114.92,"2.2%"
9491,65,4015,17995.93,100.99,"2.5%"
9492,60,2184,8699.15,48.82,"2.2%"
9493,68,1892,9298.74,52.19,"2.8%"
9495,66,4747,19301.66,108.32,"2.3%"
9496,65,11661,39261.94,220.34,"1.9%"
9497,66,4668,17626.72,98.92,"2.1%"
9498,68,3923,18077.1,101.45,"2.6%"
9499,64,3628,14346.56,80.51,"2.2%"
9500,65,14822,50450.69,283.13,"1.9%"
9501,61,9223,33209.93,186.38,"2.0%"
9503,60,3183,14467.09,81.19,"2.6%"
9504,61,2646,11731.52,65.84,"2.5%"
9505,64,3910,16802.69,94.3,"2.4%"
9506,64,2030,7173.27,40.26,"2.0%"
9507,60,4465,16329.85,91.64,"2.1%"
9508,65,4773,19229.99,107.92,"2.3%"
9509,60,3005,10727.3,60.2,"2.0%"
9510,65,2461,11750.91,65.95,"2.7%"
9511,66,5970,23742.77,133.25,"2.2%"
9512,68,10452,35819.24,201.02,"1.9%"
9513,62,6710,24752.97,138.92,"2.1%"
9514,67,3592,15340.97,86.09,"2.4%"
9515,68,4227,18584.13,104.3,"2.5%"
9516,63,4024,14514.76,81.46,"2.0%"
9517,65,4065,17140.29,96.19,"2.4%"
9518,63,4723,16995.66,95.38,"2.0%"
9519,60,8237,29791.51,167.19,"2.0%"
9520,68,7235,28352.58,159.12,"2.2%"
9521,65,11362,37761.47,211.92,"1.9%"
9522,67,7100,26121.14,146.59,"2.1%"
9523,60,3244,12424.59,69.73,"2.1%"
9524,65,5445,22687.47,127.32,"2.3%"
9525,60,4362,19063.66,106.99,"2.5%"
9526,64,4585,17988.52,100.95,"2.2%"
9527,68,3946,14947.45,83.89,"2.1%"
9528,67,3508,11865.24,66.59,"1.9%"
9529,62,3117,11088.9,62.23,"2.0%"
9530,65,4731,18359.13,103.03,"2.2%"
9532,65,6742,24832.61,139.36,"2.1%"
9533,67,3435,14730.23,82.67,"2.4%"
9534,67,5431,22259.26,124.92,"2.3%"
9536,62,2205,9742.29,54.67,"2.5%"
9537,66,5231,17899.16,100.45,"1.9%"
9538,62,2683,10116.28,56.77,"2.1%"
9540,66,2365,8050.73,45.18,"1.9%"
9541,64,4705,17402.78,97.67,"2.1%"
9542,67,6292,23712.04,133.07,"2.1%"
9543,65,2015,11738.69,65.88,"3.3%"
9544,65,7295,26612.61,149.35,"2.0%"
9545,65,4914,16503.63,92.62,"1.9%"
9546,63,2297,9774.83,54.86,"2.4%"
9547,64,7669,28983.21,162.66,"2.1%"
9548,60,5174,18429.58,103.43,"2.0%"
9550,63,7180,26748.83,150.12,"2.1%"
9551,66,2206,9136.2,51.27,"2.3%"
9553,65,6017,20997.39,117.84,"2.0%"
9554,60,5305,19445.67,109.13,"2.1%"
9555,63,3311,13840.27,77.67,"2.3%"
9556,62,5186,17881.95,100.35,"1.9%"
9557,66,5478,22947.5,128.78,"2.4%"
9558,60,23233,79168.31,444.3,"1.9%"
9559,61,6921,23000.6,129.08,"1.9%"
9561,62,2338,7968.75,44.72,"1.9%"
9562,62,5446,18943.72,106.31,"2.0%"
9563,61,5123,20815.55,116.82,"2.3%"
9564,61,6551,24642.28,138.29,"2.1%"
9565,67,2410,12633.58,70.9,"2.9%"
9568,62,7108,23828.25,133.73,"1.9%"
9569,64,5054,18629.48,104.55,"2.1%"
9570,64,5699,23460.4,131.66,"2.3%"
9571,63,6873,23300.88,130.77,"1.9%"
9572,66,6355,26149.9,146.75,"2.3%"
9574,60,7006,28072.5,157.54,"2.2%"
9575,60,2319,9376.16,52.62,"2.3%"
9576,60,2736,10128.06,56.84,"2.1%"
9578,67,3182,13561.64,76.11,"2.4%"
9579,61,5396,21085.73,118.33,"2.2%"
9580,67,7186,25516.76,143.2,"2.0%"
9581,62,2988,14814.55,83.14,"2.8%"
9582,63,6546,23161.44,129.98,"2.0%"
9583,62,8574,30000.75,168.37,"2.0%"
9585,61,4257,19017.78,106.73,"2.5%"
9586,65,3894,13580.61,76.22,"2.0%"
9587,60,3676,17006.81,95.44,"2.6%"
9588,60,2828,10766.51,60.42,"2.1%"
9589,66,4284,18784.74,105.42,"2.5%"
9590,63,6556,25092.43,140.82,"2.1%"
9591,66,3312,11100.72,62.3,"1.9%"
9593,60,9182,33001.78,185.21,"2.0%"
9594,67,8056,30696.48,172.27,"2.1%"
9595,65,6788,27028.86,151.69,"2.2%"
9596,66,2900,12142.23,68.14,"2.3%"
9598,66,3425,15257.26,85.62,"2.5%"
9599,61,2272,8650.3,48.55,"2.1%"
9600,62,3498,13035.74,73.16,"2.1%"
9601,61,6376,21578.56,121.1,"1.9%"
9602,65,10479,38256.52,214.7,"2.0%"
9604,67,3753,14880.02,83.51,"2.2%"
9605,67,5740,22522.5,126.4,"2.2%"
9606,65,4463,18826.07,105.65,"2.4%"
9607,63,3289,13311.9,74.71,"2.3%"
9608,65,3980,13692.92,76.85,"1.9%"
9609,62,9006,31366.49,176.03,"2.0%"
9610,67,4339,18147.54,101.85,"2.3%"
9612,62,4453,16951.93,95.14,"2.1%"
9613,66,7901,29034.71,162.94,"2.1%"
9614,62,3586,16384.99,91.95,"2.6%"
9615,66,5136,18748.93,105.22,"2.0%"
9616,67,3734,13234.26,74.27,"2.0%"
9617,60,5214,17303.2,97.11,"1.9%"
9618,62,5510,18407.15,103.3,"1.9%"
9619,63,10158,37417.09,209.99,"2.1%"
9620,61,3802,14115.27,79.22,"2.1%"
9621,64,12867,45690.94,256.42,"2.0%"
9622,61,4366,19008.07,106.67,"2.4%"
9623,64,4550,17773.27,99.74,"2.2%"
9624,61,5394,22789.45,127.9,"2.4%"
9625,68,6165,20571.29,115.45,"1.9%"
9626,63,4322,18123.92,101.71,"2.4%"
9627,65,3634,15001.07,84.19,"2.3%"
9628,61,2403,11792.67,66.18,"2.8%"
9629,65,7977,30418.8,170.71,"2.1%"
9631,63,5349,21099.26,118.41,"2.2%"
9633,68,7191,28744.99,161.32,"2.2%"
9634,64,5474,21070.97,118.25,"2.2%"
9635,66,4917,20517.02,115.14,"2.3%"
9636,62,3842,14741.06,82.73,"2.2%"
9637,65,4075,17532.34,98.39,"2.4%"
9638,66,3152,15149.17,85.02,"2.7%"
9639,60,6115,24832.4,139.36,"2.3%"
9640,63,2721,11442.56,64.22,"2.4%"
9642,66,7498,26494.42,148.69,"2.0%"
9643,61,2274,11795.13,66.2,"2.9%"
9644,62,6297,25335.57,142.18,"2.3%"
9645,62,5326,19228.48,107.91,"2.0%"
9646,63,2931,11442.65,64.22,"2.2%"
9647,65,3744,16459.49,92.37,"2.5%"
9648,68,4672,17729.12,99.5,"2.1%"
9649,63,5624,21725.65,121.93,"2.2%"
9650,63,3966,16042.48,90.03,"2.3%"
9651,62,3581,16350.19,91.76,"2.6%"
9652,60,3308,15411.21,86.49,"2.6%"
9653,68,14075,50486.71,283.33,"2.0%"
9654,63,3605,12492.74,70.11,"1.9%"
9655,66,4352,16414.35,92.12,"2.1%"
9656,68,5988,21090.1,118.36,"2.0%"
9657,66,13539,48011.65,269.44,"2.0%"
9658,66,1827,9475.91,53.18,"2.9%"
9660,63,4011,18188.4,102.07,"2.5%"
9661,63,2811,11971.66,67.19,"2.4%"
9663,65,3641,17066.01,95.78,"2.6%"
9664,63,8583,32778.57,183.96,"2.1%"
9665,60,7098,27274.88,153.07,"2.2%"
9666,60,9068,30053.17,168.66,"1.9%"
9667,63,3024,11438.39,64.19,"2.1%"
9668,67,5798,21338.82,119.75,"2.1%"
9669,60,3013,14546.33,81.63,"2.7%"
9670,60,9061,34401.64,193.06,"2.1%"
9671,65,5688,19588.91,109.93,"1.9%"
9673,61,2759,12522.26,70.28,"2.5%"
9674,68,2095,11228.16,63.01,"3.0%"
9675,68,1812,7144.97,40.1,"2.2%"
9676,67,7281,24338.75,136.59,"1.9%"
9677,60,2594,11293.93,63.38,"2.4%"
9678,64,2988,10171.14,57.08,"1.9%"
9679,66,2907,12239.16,68.69,"2.4%"
9680,62,6842,27655.22,155.2,"2.3%"
9681,67,5839,20830.18,116.9,"2.0%"
9682,66,5891,20148.68,113.08,"1.9%"
9683,60,3763,16744.4,93.97,"2.5%"
9684,62,4675,18595.44,104.36,"2.2%"
9685,65,5175,21285.1,119.45,"2.3%"
9686,67,2882,14364.91,80.62,"2.8%"
9687,64,5571,20572.32,115.45,"2.1%"
9688,63,3278,15955.46,89.54,"2.7%"
9689,66,3309,11858.81,66.55,"2.0%"
9690,62,6897,25942.64,145.59,"2.1%"
9691,65,4845,17354.32,97.39,"2.0%"
9692,65,3307,12562.23,70.5,"2.1%"
9693,67,5033,20636.07,115.81,"2.3%"
9694,62,2843,14290.82,80.2,"2.8%"
9695,65,3569,15222.53,85.43,"2.4%"
9696,62,11117,37541.88,210.69,"1.9%"
9697,64,3811,16979.94,95.29,"2.5%"
9698,63,4138,14511.5,81.44,"2.0%"
9699,67,3665,13302.33,74.65,"2.0%"
9700,64,5233,18548.7,104.1,"2.0%"
9701,67,3890,15594.2,87.52,"2.2%"
9702,68,2757,11648.71,65.37,"2.4%"
9703,61,8767,32332.94,181.45,"2.1%"
9704,63,9262,34914.25,195.94,"2.1%"
9705,61,8008,27277.68,153.08,"1.9%"
9706,63,5703,21440.35,120.32,"2.1%"
9707,68,4909,17315.57,97.18,"2.0%"
9708,62,3107,14778.49,82.94,"2.7%"
9709,63,6541,24694.28,138.59,"2.1%"
9710,63,3217,13060.29,73.3,"2.3%"
9711,66,6638,25861.88,145.14,"2.2%"
9713,62,4618,18254.39,102.44,"2.2%"
9714,67,8239,31237.21,175.31,"2.1%"
9715,67,8425,32011.84,179.65,"2.1%"
9716,67,4425,18990.19,106.57,"2.4%"
9717,61,10138,38648.25,216.9,"2.1%"
9718,60,5482,20554.24,115.35,"2.1%"
9719,60,3531,12118.44,68.01,"1.9%"
9720,64,8116,31491.24,176.73,"2.2%"
9723,66,6870,25840.16,145.02,"2.1%"
9725,60,4363,17882.54,100.36,"2.3%"
9726,62,5484,20688.77,116.11,"2.1%"
9727,61,13746,48767.14,273.68,"2.0%"
9728,62,5095,19130.05,107.36,"2.1%"
9729,62,2099,10920.73,61.29,"2.9%"
9730,61,3199,14946.62,83.88,"2.6%"
9731,65,2204,7954.91,44.64,"2.0%"
9733,65,4330,18203.61,102.16,"2.4%"
9734,67,4504,19826.37,111.27,"2.5%"
9737,65,4470,16681.55,93.62,"2.1%"
9738,60,6080,22188.29,124.52,"2.0%"
9739,68,5039,18878.37,105.95,"2.1%"
9740,63,4012,15445.31,86.68,"2.2%"
9741,60,5347,22151.74,124.32,"2.3%"
9742,63,3405,11535.21,64.74,"1.9%"
9743,60,2259,9526.14,53.46,"2.4%"
9744,67,2996,10841.63,60.84,"2.0%"
9745,63,4819,16118.58,90.46,"1.9%"
9746,62,3300,13934.24,78.2,"2.4%"
9747,61,2818,10292.01,57.76,"2.0%"
9748,61,3251,13900.78,78.01,"2.4%"
9749,67,4042,17047.18,95.67,"2.4%"
9751,63,5061,20784.16,116.64,"2.3%"
9752,66,2372,12001.15,67.35,"2.8%"
9753,63,3274,11382.93,63.88,"2.0%"
9754,65,5604,22791.06,127.9,"2.3%"
9755,66,11495,40950.12,229.81,"2.0%"
9756,66,9708,36423.09,204.41,"2.1%"
9757,66,3478,12184.36,68.38,"2.0%"
9758,66,1766,7114.29,39.93,"2.3%"
9759,65,6128,20912.96,117.36,"1.9%"
9760,64,4276,14713.65,82.57,"1.9%"
9761,61,7500,24862.02,139.53,"1.9%"
9762,65,6056,24816.4,139.27,"2.3%"
9765,64,5460,19335.45,108.51,"2.0%"
9766,68,5401,22266.53,124.96,"2.3%"
9767,60,3918,14286.62,80.18,"2.0%"
9768,61,4095,18051.68,101.31,"2.5%"
9769,65,5533,22362.17,125.5,"2.3%"
9770,67,7749,27439.57,153.99,"2.0%"
9771,67,3679,13733.19,77.07,"2.1%"
9772,67,2926,11303.77,63.44,"2.2%"
9773,68,7123,28150.72,157.98,"2.2%"
9774,67,2656,10142.23,56.92,"2.1%"
9775,65,5180,20931.98,117.47,"2.3%"
9776,66,6247,25541.41,143.34,"2.3%"
9777,64,7590,27032.64,151.71,"2.0%"
9778,63,5860,23897.81,134.12,"2.3%"
9779,60,8729,30738.86,172.51,"2.0%"
9780,65,3196,13305.11,74.67,"2.3%"
9781,65,3832,15601.95,87.56,"2.3%"
9782,62,2524,9911.51,55.62,"2.2%"
9783,62,2603,13420.91,75.32,"2.9%"
9784,61,6776,24854.5,139.48,"2.1%"
9785,63,4960,20922.87,117.42,"2.4%"
9786,61,5361,22857.62,128.28,"2.4%"
9787,60,8791,31500.56,176.78,"2.0%"
9788,61,2339,9635.13,54.07,"2.3%"
9789,64,4972,21033.93,118.04,"2.4%"
9791,67,3402,11825.24,66.36,"2.0%"
9792,64,4802,17118.03,96.07,"2.0%"
9793,68,2494,12475.55,70.01,"2.8%"
9794,63,4500,16532.85,92.78,"2.1%"
9795,63,6525,24924.82,139.88,"2.1%"
9796,67,5018,17759.52,99.67,"2.0%"
9798,67,6909,22964.87,128.88,"1.9%"
9800,65,2738,10328.84,57.97,"2.1%"
9801,62,5071,19909.64,111.73,"2.2%"
9802,64,4538,18858.96,105.84,"2.3%"
9803,67,8315,30284.5,169.96,"2.0%"
9804,61,2303,10672.97,59.9,"2.6%"
9805,67,3767,12944.65,72.65,"1.9%"
9806,64,3125,12687.01,71.2,"2.3%"
9807,61,2271,10385.08,58.28,"2.6%"
9808,62,2989,14995.02,84.15,"2.8%"
9809,61,6763,23424.38,131.46,"1.9%"
9810,66,2985,10311.44,57.87,"1.9%"
9811,64,1886,10910,61.23,"3.2%"
9813,62,6631,25060.85,140.64,"2.1%"
9814,66,9424,33885.6,190.17,"2.0%"
9815,64,2133,9911.44,55.62,"2.6%"
9816,67,1947,9786.63,54.92,"2.8%"
9817,64,11618,39035.61,219.07,"1.9%"
9818,63,4111,18526.03,103.97,"2.5%"
9819,63,5009,20301.9,113.94,"2.3%"
9820,62,11814,42352.95,237.69,"2.0%"
9821,61,3332,11212.39,62.92,"1.9%"
9823,67,7660,26863.82,150.76,"2.0%"
9824,61,13169,44737.5,251.07,"1.9%"
9825,68,3073,13226.97,74.23,"2.4%"
9826,61,7574,26680.31,149.73,"2.0%"
9827,64,4324,16852.87,94.58,"2.2%"
9828,61,3072,12917.18,72.49,"2.4%"
9829,65,3507,15036.1,84.38,"2.4%"
9830,68,4774,17760.7,99.67,"2.1%"
9832,65,3022,14552.91,81.67,"2.7%"
9833,64,2447,11396.24,63.96,"2.6%"
9834,64,2700,12784.52,71.75,"2.7%"
9835,62,4848,17831.91,100.07,"2.1%"
9836,62,6771,22760.93,127.74,"1.9%"
9837,62,3780,16611.6,93.23,"2.5%"
9838,65,8128,28126.07,157.85,"1.9%"
9839,60,3700,14726.07,82.64,"2.2%"
9840,67,2308,8368.68,46.97,"2.0%"
9841,61,5122,18146.55,101.84,"2.0%"
9843,66,3512,12132.43,68.09,"1.9%"
9844,60,1344,9135.28,51.27,"3.8%"
9845,65,4349,19018.78,106.73,"2.5%"
9846,66,4080,15631.78,87.73,"2.2%"
9847,61,1616,7668.42,43.04,"2.7%"
9848,67,4499,15848.79,88.94,"2.0%"
9849,62,2718,12180.39,68.36,"2.5%"
9850,62,5014,19093.7,107.15,"2.1%"
9851,62,3956,14055.21,78.88,"2.0%"
9852,67,4722,15902.89,89.25,"1.9%"
9853,63,5661,23113.2,129.71,"2.3%"
9854,68,3924,14390.55,80.76,"2.1%"
9856,61,7161,28273.36,158.67,"2.2%"
9857,62,3794,16608.24,93.21,"2.5%"
9858,62,3886,17146.52,96.23,"2.5%"
9859,66,2851,12263.92,68.83,"2.4%"
9860,62,4419,17270.89,96.93,"2.2%"
9861,65,6664,26962.98,151.32,"2.3%"
9862,66,4579,18464.85,103.63,"2.3%"
9863,66,2392,8695.9,48.8,"2.0%"
9864,63,6203,24749.22,138.89,"2.2%"
9865,65,3772,16382.45,91.94,"2.4%"
9866,65,7110,28111.9,157.77,"2.2%"
9867,63,5119,21145.47,118.67,"2.3%"
9868,61,3159,15328.68,86.03,"2.7%"
9869,63,3310,14201.42,79.7,"2.4%"
9870,64,4318,16360.15,91.81,"2.1%"
9872,61,5493,21840.34,122.57,"2.2%"
9873,64,8018,31557.87,177.1,"2.2%"
9874,60,4061,17066.5,95.78,"2.4%"
9875,63,3541,14855.81,83.37,"2.4%"
9876,63,4212,18630.06,104.55,"2.5%"
9877,65,4637,17988.68,100.95,"2.2%"
9878,67,4036,18156.68,101.9,"2.5%"
9879,65,2617,13337.66,74.85,"2.9%"
9880,67,3753,13538.37,75.98,"2.0%"
9881,62,3039,13305.24,74.67,"2.5%"
9882,60,3369,15077.6,84.62,"2.5%"
9883,62,5777,23350.51,131.04,"2.3%"
9884,61,2634,9676.32,54.3,"2.1%"
9885,61,2648,10103.89,56.7,"2.1%"
9886,65,2446,10416.24,58.46,"2.4%"
9887,61,2377,11410.31,64.04,"2.7%"
9888,60,2934,12600.62,70.72,"2.4%"
9889,68,4079,15331.4,86.04,"2.1%"
9890,68,2908,14075.87,78.99,"2.7%"
9891,63,4517,18195.02,102.11,"2.3%"
9892,67,4678,18839.46,105.73,"2.3%"
9893,66,1733,9219.3,51.74,"3.0%"
9894,62,5344,19689.57,110.5,"2.1%"
9895,61,4555,16597.79,93.15,"2.0%"
9896,63,4567,17888.34,100.39,"2.2%"
9897,67,5261,20310.77,113.99,"2.2%"
9899,65,5747,24125.3,135.39,"2.4%"
9900,72,1543,5485.3,30.78,"2.0%"
9901,76,3528,14637.49,82.15,"2.3%"
9902,69,3265,13987.56,78.5,"2.4%"
9903,78,3871,13544.81,76.01,"2.0%"
9904,70,2204,11986.3,67.27,"3.1%"
9905,74,2808,11967.71,67.16,"2.4%"
9906,75,1859,7824.32,43.91,"2.4%"
9907,72,5017,16872.6,94.69,"1.9%"
9908,70,3835,14747.01,82.76,"2.2%"
9909,78,1543,6313.4,35.43,"2.3%"
9910,70,6107,20816.57,116.82,"1.9%"
9911,71,3192,13923.36,78.14,"2.4%"
9912,73,3850,17191.11,96.48,"2.5%"
9913,75,5936,22499.64,126.27,"2.1%"
9914,71,3759,14396.21,80.79,"2.1%"
9915,71,6059,20114.36,112.88,"1.9%"
9916,72,3552,12682.46,71.17,"2.0%"
9917,74,2991,12169.71,68.3,"2.3%"
9918,69,2297,9732.6,54.62,"2.4%"
9919,76,1542,7292.96,40.93,"2.7%"
9920,75,2403,9042.52,50.75,"2.1%"
9921,71,6871,26985.98,151.45,"2.2%"
9922,71,4343,18907.94,106.11,"2.4%"
9923,73,3293,14281.41,80.15,"2.4%"
9924,76,3236,13815.01,77.53,"2.4%"
9925,75,4718,17222.13,96.65,"2.0%"
9926,71,2211,12220,68.58,"3.1%"
9927,77,4979,17374.7,97.51,"2.0%"
9928,71,1151,7377.84,41.4,"3.6%"
9929,70,5328,20076.39,112.67,"2.1%"
9930,75,4668,16017.09,89.89,"1.9%"
9931,70,2730,11791.27,66.17,"2.4%"
9932,73,2937,13573.5,76.18,"2.6%"
9933,71,4329,14420.41,80.93,"1.9%"
9934,71,11508,40416.76,226.82,"2.0%"
9935,69,1322,6606.78,37.08,"2.8%"
